,tweet_id,timestamp,text,expanded_urls,rating_numerator,rating_denominator,name,source_link,source_name,dog_stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
11,889531135344209921,2017-07-24 17:02:04+00:00,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,http://twitter.com/download/iphone,Twitter for iPhone,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,Golden Retriever,0.953442,True,Labrador Retriever,0.0138341,True,Redbone,0.00795775,True,13359,1885
12,889278841981685760,2017-07-24 00:19:32+00:00,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True,22146,4449
13,888917238123831296,2017-07-23 00:22:39+00:00,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,Golden Retriever,0.714719,True,Tibetan Mastiff,0.1201839999999999,True,Labrador Retriever,0.1055059999999999,True,25658,3768
14,888804989199671297,2017-07-22 16:56:37+00:00,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,Golden Retriever,0.46976,True,Labrador Retriever,0.184172,True,English Setter,0.0734817,True,22494,3542
15,888554962724278272,2017-07-22 00:23:06+00:00,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian Husky,0.700377,True,Eskimo Dog,0.166511,True,Malamute,0.111411,True,17334,2880
16,888078434458587136,2017-07-20 16:49:33+00:00,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French Bulldog,0.995026,True,Pug,0.000931908,True,Bull Mastiff,0.000903211,True,19165,2901
17,887705289381826560,2017-07-19 16:06:48+00:00,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.0262364,True,26653,4540
18,887473957103951883,2017-07-19 00:47:34+00:00,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.809197,True,Rhodesian Ridgeback,0.05495,True,Beagle,0.0389148,True,60235,15045
19,886983233522544640,2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.793469,True,Toy Terrier,0.143528,True,Can Opener,0.0322529,True,30413,6325
20,886736880519319552,2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,Kuvasz,0.309706,True,Great Pyrenees,0.186136,True,Dandie Dinmont,0.0863463,True,10504,2634
21,886680336477933568,2017-07-16 20:14:00+00:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,Convertible,0.738995,True,Sports Car,0.139952,True,Car Wheel,0.0441726999999999,True,19759,3741
22,886366144734445568,2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,http://twitter.com/download/iphone,Twitter for iPhone,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston Bull,7.55616e-05,True,18563,2634
23,886258384151887873,2017-07-15 16:17:19+00:00,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,Pug,0.943575,True,Shower Cap,0.0252856,True,Siamese Cat,0.00284892,True,24551,5297
24,885984800019947520,2017-07-14 22:10:11+00:00,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese Mountain Dog,0.00623915,True,28639,5620
25,885528943205470208,2017-07-13 15:58:47+00:00,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,Pug,0.369275,True,Labrador Retriever,0.265835,True,Kuvasz,0.134697,True,31626,5334
26,884925521741709313,2017-07-12 00:01:00+00:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian Greyhound,0.259916,True,American Staffordshire Terrier,0.198451,True,Staffordshire Bullterrier,0.127725,True,67354,15044
27,884876753390489601,2017-07-11 20:47:12+00:00,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,Chow,0.822103,True,Norwich Terrier,0.106075,True,Norfolk Terrier,0.0373485,True,24402,4677
28,884562892145688576,2017-07-11 00:00:02+00:00,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,Pug,0.5464060000000001,True,French Bulldog,0.404291,True,Brabancon Griffon,0.0440019,True,21345,3917
29,884162670584377345,2017-07-09 21:29:42+00:00,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,http://twitter.com/download/iphone,Twitter for iPhone,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German Shepherd,0.707046,True,Malinois,0.199396,True,Norwegian Elkhound,0.0491476,True,17960,2508
30,883838122936631299,2017-07-09 00:00:04+00:00,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,True,Miniature Pinscher,0.299603,True,Kelpie,0.0630203,True,19193,2865
31,883482846933004288,2017-07-08 00:28:19+00:00,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,Golden Retriever,0.943082,True,Labrador Retriever,0.032409,True,Kuvasz,0.00550072,True,40242,8278
32,883360690899218434,2017-07-07 16:22:55+00:00,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,http://twitter.com/download/iphone,Twitter for iPhone,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,Chow,0.987997,True,Tibetan Mastiff,0.00709872,True,Newfoundland,0.00214033,True,19965,3086
33,882992080364220416,2017-07-06 15:58:11+00:00,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo Dog,0.4667779999999999,True,Siberian Husky,0.406044,True,Dingo,0.0734143999999999,True,21001,3249
34,882762694511734784,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,http://twitter.com/download/iphone,Twitter for iPhone,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador Retriever,0.85005,True,Chesapeake Bay Retriever,0.074257,True,Flat-Coated Retriever,0.0155793999999999,True,24822,4103
35,882627270321602560,2017-07-05 15:48:34+00:00,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,24619,5069
36,882268110199369728,2017-07-04 16:01:23+00:00,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,Golden Retriever,0.762211,True,Labrador Retriever,0.0989848999999999,True,Cocker Spaniel,0.0171995,True,39230,9646
37,882045870035918850,2017-07-04 01:18:17+00:00,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,Web Site,0.949591,True,Dhole,0.0173258,True,Golden Retriever,0.00694063,True,25752,4085
38,881906580714921986,2017-07-03 16:04:48+00:00,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,0.291539,True,Chesapeake Bay Retriever,0.278966,True,Koala,0.127017,True,21461,2857
39,881666595344535552,2017-07-03 00:11:11+00:00,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,True,Afghan Hound,0.250003,True,Golden Retriever,0.160739,True,44593,8969
40,881268444196462592,2017-07-01 21:49:04+00:00,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,Tusker,0.473303,True,Indian Elephant,0.245646,True,Ibex,0.0556607,True,20502,4497
41,880935762899988482,2017-06-30 23:47:07+00:00,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,Street Sign,0.251801,True,Umbrella,0.115123,True,Traffic Light,0.0695338,True,15067,2333
42,880465832366813184,2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,Golden Retriever,0.913255,True,Labrador Retriever,0.0263286,True,Cocker Spaniel,0.00937082,True,25046,5220
43,880221127280381952,2017-06-29 00:27:25+00:00,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.238525,True,Meerkat,0.104256,True,Clumber,0.0525802999999999,True,23689,3472
44,879862464715927552,2017-06-28 00:42:13+00:00,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,Basset,0.813507,True,Beagle,0.146654,True,Cocker Spaniel,0.00948502,True,19728,2933
45,879492040517615616,2017-06-27 00:10:17+00:00,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German Short-Haired Pointer,0.479896,True,Vizsla,0.1243529999999999,True,Bath Towel,0.0733202,True,20724,2630
46,879415818425184262,2017-06-26 19:07:24+00:00,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English Springer,0.383404,True,Boston Bull,0.134967,True,Cardigan,0.110481,True,92954,37482
47,879376492567855104,2017-06-26 16:31:08+00:00,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,Tricycle,0.663601,True,Labrador Retriever,0.0334961,True,Pembroke,0.0188266,True,14874,2652
48,879050749262655488,2017-06-25 18:56:45+00:00,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,Tabby,0.311861,True,Window Screen,0.169123,True,Egyptian Cat,0.132932,True,19826,3959
49,879008229531029506,2017-06-25 16:07:47+00:00,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,Vizsla,0.960513,True,Miniature Pinscher,0.00943065,True,American Staffordshire Terrier,0.0087113,True,16801,2245
50,878776093423087618,2017-06-25 00:45:22+00:00,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,http://twitter.com/download/iphone,Twitter for iPhone,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,Italian Greyhound,0.734684,True,Whippet,0.1504869999999999,True,Ibizan Hound,0.0397246,True,17148,3439
51,878281511006478336,2017-06-23 16:00:04+00:00,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.1285069999999999,True,6786,1078
52,878057613040115712,2017-06-23 01:10:23+00:00,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,http://twitter.com/download/iphone,Twitter for iPhone,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,French Bulldog,0.839097,True,Boston Bull,0.0787993999999999,True,Toy Terrier,0.0152433999999999,True,37174,5748
